id,act,cost
RCB|NEL|L|LB|LB19|LB19A,7,27
RCB|NEL|L|LB|LB19|LB19B,3,2
RCB|NEL|L|LB|LB20,,
RCB|NEL|L|LB|LB20|LB20A,36,51
RCB|NEL|L|LB|LB20|LB20B,10,6
RCB|NEL|L|LB|LB21,,
RCB|NEL|L|LB|LB21|LB21Z,1,5
RCB|NEL|L|LB|LB25,,
RCB|NEL|L|LB|LB25|LB25A,3,20
RCB|NEL|L|LB|LB26,,
RCB|NEL|L|LB|LB26|LB26Z,1,6
RCB|NEL|L|LB|LB28,,
RCB|NEL|L|LB|LB28|LB28A,12,19
RCB|NEL|L|LB|LB28|LB28B,6,5
RCB|NEL|L|LB|LB29,,
RCB|NEL|L|LB|LB29|LB29A,1,24
RCB|NEL|L|LB|LB35,,
RCB|NEL|L|LB|LB35|LB35A,19,21
RCB|NEL|L|LB|LB35|LB35B,42,23
RCB|NEL|L|LB|LB37,,
RCB|NEL|L|LB|LB37|LB37A,3,2
RCB|NEL|L|LB|LB37|LB37B,2,1
RCB|NEL|L|LB|LB38,,
RCB|NEL|L|LB|LB38|LB38A,24,73
RCB|NEL|L|LB|LB38|LB38B,46,56
RCB|NEL|L|LB|LB40,,
RCB|NEL|L|LB|LB40|LB40A,29,25
RCB|NEL|L|LB|LB40|LB40B,94,52
RCB|NEL|L|LB|LB47,,
RCB|NEL|L|LB|LB47|LB47Z,1,3
RCB|NEL|L|LB|LB52,,
RCB|NEL|L|LB|LB52|LB52Z,3,9
RCB|NEL|L|LB|LB53,,
RCB|NEL|L|LB|LB53|LB53A,5,12
RCB|NEL|L|LB|LB53|LB53B,3,5
RCB|NEL|L|LB|LB54,,
RCB|NEL|L|LB|LB54|LB54A,5,6
RCB|NEL|L|LB|LB54|LB54C,10,12
RCB|NEL|L|LB|LB54|LB54D,1,1
RCB|NEL|L|LB|LB56,,
RCB|NEL|L|LB|LB56|LB56A,5,3
RCB|NEL|L|LB|LB57,,
RCB|NEL|L|LB|LB57|LB57A,2,3
RCB|NEL|L|LB|LB57|LB57B,2,2
RCB|NEL|L|LB|LB58,,
RCB|NEL|L|LB|LB58|LB58A,6,4
RCB|NEL|L|LB|LB58|LB58B,2,1
RCB|NEL|L|LB|LB60,,
RCB|NEL|L|LB|LB60|LB60A,16,178
RCB|NEL|L|LB|LB60|LB60B,4,22
RCB|NEL|L|LB|LB61,,
RCB|NEL|L|LB|LB61|LB61A,3,20
RCB|NEL|L|LB|LB61|LB61B,2,8
RCB|NEL|L|LB|LB64,,
RCB|NEL|L|LB|LB64|LB64A,1,6
RCB|NEL|L|LB|LB64|LB64B,1,3
RCB|NEL|L|LB|LB65,,
RCB|NEL|L|LB|LB65|LB65A,1,6
RCB|NEL|L|LB|LB65|LB65B,3,7
RCB|NEL|L|LB|LB68,,
RCB|NEL|L|LB|LB68|LB68Z,1,5
RCB|NEL|L|LB|LB72,,
RCB|NEL|L|LB|LB72|LB72A,3,2
RCB|NEL|M,,
RCB|NEL|M|MA,,
RCB|NEL|M|MA|MA03,,
RCB|NEL|M|MA|MA03|MA03B,2,6
RCB|NEL|M|MA|MA07,,
RCB|NEL|M|MA|MA07|MA07C,1,6
RCB|NEL|M|MA|MA07|MA07D,21,64
RCB|NEL|M|MA|MA08,,
RCB|NEL|M|MA|MA08|MA08Z,17,38
RCB|NEL|M|MA|MA09,,
RCB|NEL|M|MA|MA09|MA09Z,2,5
RCB|NEL|M|MA|MA10,,
RCB|NEL|M|MA|MA10|MA10Z,2,3
RCB|NEL|M|MA|MA11,,
RCB|NEL|M|MA|MA11|MA11Z,4,11
RCB|NEL|M|MA|MA17,,
RCB|NEL|M|MA|MA17|MA17C,43,46
RCB|NEL|M|MA|MA17|MA17D,1,1
RCB|NEL|M|MA|MA18,,
RCB|NEL|M|MA|MA18|MA18C,14,9
RCB|NEL|M|MA|MA18|MA18D,1,1
RCB|NEL|M|MA|MA19,,
RCB|NEL|M|MA|MA19|MA19A,57,57
RCB|NEL|M|MA|MA21,,
RCB|NEL|M|MA|MA21|MA21Z,1,1
RCB|NEL|M|MA|MA22,,
RCB|NEL|M|MA|MA22|MA22Z,1,1
RCB|NEL|M|MA|MA23,,
RCB|NEL|M|MA|MA23|MA23Z,7,3
RCB|NEL|M|MA|MA24,,
RCB|NEL|M|MA|MA24|MA24Z,9,8
RCB|NEL|M|MA|MA25,,
RCB|NEL|M|MA|MA25|MA25Z,1,1
RCB|NEL|M|MB,,
RCB|NEL|M|MB|MB01,,
RCB|NEL|M|MB|MB01|MB01A,5,5
RCB|NEL|M|MB|MB01|MB01B,14,13
RCB|NEL|M|MB|MB02,,
RCB|NEL|M|MB|MB02|MB02Z,6,7
RCB|NEL|M|MB|MB03,,
RCB|NEL|M|MB|MB03|MB03A,10,11
RCB|NEL|M|MB|MB03|MB03B,63,39
RCB|NEL|M|MB|MB04,,
RCB|NEL|M|MB|MB04|MB04A,5,9
RCB|NEL|M|MB|MB04|MB04B,98,106
RCB|NEL|M|MB|MB05,,
RCB|NEL|M|MB|MB05|MB05A,22,69
RCB|NEL|M|MB|MB05|MB05B,1,1
RCB|NEL|M|MB|MB06,,
RCB|NEL|M|MB|MB06|MB06Z,1,1
RCB|NEL|M|MB|MB07,,
RCB|NEL|M|MB|MB07|MB07Z,1,3
RCB|NEL|M|MB|MB08,,
RCB|NEL|M|MB|MB08|MB08Z,84,40
RCB|NEL|N,,
RCB|NEL|N|NZ,,
RCB|NEL|N|NZ|NZ11,,
RCB|NEL|N|NZ|NZ11|NZ11B,1,2
RCB|NEL|N|NZ|NZ11|NZ11F,2,4
RCB|NEL|P,,
RCB|NEL|P|PA,,
RCB|NEL|P|PA|PA01,,
RCB|NEL|P|PA|PA01|PA01A,5,9
RCB|NEL|P|PA|PA01|PA01B,24,18
RCB|NEL|P|PA|PA02,,
RCB|NEL|P|PA|PA02|PA02A,14,18
RCB|NEL|P|PA|PA02|PA02B,44,33
RCB|NEL|P|PA|PA03,,
RCB|NEL|P|PA|PA03|PA03A,12,12
RCB|NEL|P|PA|PA03|PA03B,99,63
RCB|NEL|P|PA|PA04,,
RCB|NEL|P|PA|PA04|PA04A,13,9
RCB|NEL|P|PA|PA04|PA04B,33,18
RCB|NEL|P|PA|PA06,,
RCB|NEL|P|PA|PA06|PA06Z,2,7
RCB|NEL|P|PA|PA07,,
RCB|NEL|P|PA|PA07|PA07A,3,2
RCB|NEL|P|PA|PA07|PA07B,32,16
RCB|NEL|P|PA|PA08,,
RCB|NEL|P|PA|PA08|PA08A,2,5
RCB|NEL|P|PA|PA08|PA08B,13,11
RCB|NEL|P|PA|PA11,,
RCB|NEL|P|PA|PA11|PA11Z,271,133
RCB|NEL|P|PA|PA12,,
RCB|NEL|P|PA|PA12|PA12Z,106,75
RCB|NEL|P|PA|PA14,,
RCB|NEL|P|PA|PA14|PA14C,39,91
RCB|NEL|P|PA|PA14|PA14D,75,82
RCB|NEL|P|PA|PA14|PA14E,115,46
RCB|NEL|P|PA|PA15,,
RCB|NEL|P|PA|PA15|PA15A,19,36
RCB|NEL|P|PA|PA15|PA15B,186,162
RCB|NEL|P|PA|PA16,,
RCB|NEL|P|PA|PA16|PA16A,6,21
RCB|NEL|P|PA|PA16|PA16B,22,20
RCB|NEL|P|PA|PA17,,
RCB|NEL|P|PA|PA17|PA17A,52,66
RCB|NEL|P|PA|PA17|PA17B,166,142
RCB|NEL|P|PA|PA18,,
RCB|NEL|P|PA|PA18|PA18A,3,3
RCB|NEL|P|PA|PA18|PA18B,21,11
RCB|NEL|P|PA|PA19,,
RCB|NEL|P|PA|PA19|PA19A,504,232
RCB|NEL|P|PA|PA19|PA19B,43,56
RCB|NEL|P|PA|PA20,,
RCB|NEL|P|PA|PA20|PA20A,6,6
RCB|NEL|P|PA|PA20|PA20B,16,10
RCB|NEL|P|PA|PA21,,
RCB|NEL|P|PA|PA21|PA21A,42,39
RCB|NEL|P|PA|PA21|PA21B,240,136
RCB|NEL|P|PA|PA22,,
RCB|NEL|P|PA|PA22|PA22Z,13,5
RCB|NEL|P|PA|PA23,,
RCB|NEL|P|PA|PA23|PA23A,9,30
RCB|NEL|P|PA|PA23|PA23B,9,11
RCB|NEL|P|PA|PA24,,
RCB|NEL|P|PA|PA24|PA24Z,5,4
RCB|NEL|P|PA|PA25,,
RCB|NEL|P|PA|PA25|PA25A,4,49
RCB|NEL|P|PA|PA25|PA25B,5,6
RCB|NEL|P|PA|PA26,,
RCB|NEL|P|PA|PA26|PA26A,30,32
RCB|NEL|P|PA|PA26|PA26B,153,94
RCB|NEL|P|PA|PA27,,
RCB|NEL|P|PA|PA27|PA27Z,1,2
RCB|NEL|P|PA|PA28,,
RCB|NEL|P|PA|PA28|PA28A,10,10
RCB|NEL|P|PA|PA28|PA28B,51,28
RCB|NEL|P|PA|PA29,,
RCB|NEL|P|PA|PA29|PA29Z,221,130
RCB|NEL|P|PA|PA30,,
RCB|NEL|P|PA|PA30|PA30A,3,10
RCB|NEL|P|PA|PA30|PA30B,10,8
RCB|NEL|P|PA|PA31,,
RCB|NEL|P|PA|PA31|PA31Z,2,6
RCB|NEL|P|PA|PA32,,
RCB|NEL|P|PA|PA32|PA32A,16,10
RCB|NEL|P|PA|PA32|PA32B,89,49
RCB|NEL|P|PA|PA34,,
RCB|NEL|P|PA|PA34|PA34A,12,12
RCB|NEL|P|PA|PA34|PA34B,112,77
RCB|NEL|P|PA|PA35,,
RCB|NEL|P|PA|PA35|PA35A,8,10
RCB|NEL|P|PA|PA35|PA35B,41,25
RCB|NEL|P|PA|PA36,,
RCB|NEL|P|PA|PA36|PA36Z,2,2
RCB|NEL|P|PA|PA38,,
RCB|NEL|P|PA|PA38|PA38D,3,8
RCB|NEL|P|PA|PA41,,
RCB|NEL|P|PA|PA41|PA41Z,1,7
RCB|NEL|P|PA|PA43,,
RCB|NEL|P|PA|PA43|PA43A,2,8
RCB|NEL|P|PA|PA44,,
RCB|NEL|P|PA|PA44|PA44Z,3,2
RCB|NEL|P|PA|PA45,,
RCB|NEL|P|PA|PA45|PA45Z,3,11
RCB|NEL|P|PA|PA48,,
RCB|NEL|P|PA|PA48|PA48A,5,12
RCB|NEL|P|PA|PA48|PA48B,9,9
RCB|NEL|P|PA|PA49,,
RCB|NEL|P|PA|PA49|PA49Z,19,12
RCB|NEL|P|PA|PA50,,
RCB|NEL|P|PA|PA50|PA50Z,256,132
RCB|NEL|P|PA|PA56,,
RCB|NEL|P|PA|PA56|PA56A,9,7
RCB|NEL|P|PA|PA56|PA56B,9,5
RCB|NEL|P|PA|PA57,,
RCB|NEL|P|PA|PA57|PA57Z,37,36
RCB|NEL|P|PA|PA58,,
RCB|NEL|P|PA|PA58|PA58Z,56,20
RCB|NEL|P|PA|PA60,,
RCB|NEL|P|PA|PA60|PA60D,5,3
RCB|NEL|P|PA|PA60|PA60E,2,3
RCB|NEL|P|PA|PA60|PA60F,2,2
RCB|NEL|P|PA|PA62,,
RCB|NEL|P|PA|PA62|PA62Z,28,14
RCB|NEL|P|PA|PA63,,
RCB|NEL|P|PA|PA63|PA63A,240,85
RCB|NEL|P|PA|PA63|PA63B,21,29
RCB|NEL|P|PA|PA63|PA63C,121,88
RCB|NEL|P|PA|PA64,,
RCB|NEL|P|PA|PA64|PA64A,14,5
RCB|NEL|P|PA|PA64|PA64B,1,1
RCB|NEL|P|PA|PA64|PA64C,19,22
RCB|NEL|P|PA|PA65,,
RCB|NEL|P|PA|PA65|PA65A,19,7
RCB|NEL|P|PA|PA65|PA65B,7,10
RCB|NEL|P|PA|PA65|PA65C,10,6
RCB|NEL|P|PA|PA66,,
RCB|NEL|P|PA|PA66|PA66Z,29,14
RCB|NEL|P|PA|PA67,,
RCB|NEL|P|PA|PA67|PA67Z,8,9
RCB|NEL|P|PA|PA68,,
RCB|NEL|P|PA|PA68|PA68Z,31,30
RCB|NEL|P|PA|PA69,,
RCB|NEL|P|PA|PA69|PA69Z,17,23
RCB|NEL|P|PA|PA70,,
RCB|NEL|P|PA|PA70|PA70Z,62,36
RCB|NEL|P|PA|PA71,,
RCB|NEL|P|PA|PA71|PA71Z,7,12
RCB|NEL|P|PA|PA72,,
RCB|NEL|P|PA|PA72|PA72Z,3,7
RCB|NEL|P|PB,,
RCB|NEL|P|PB|PB01,,
RCB|NEL|P|PB|PB01|PB01Z,3,4
RCB|NEL|P|PB|PB02,,
RCB|NEL|P|PB|PB02|PB02Z,350,276
RCB|NEL|Q,,
RCB|NEL|Q|QZ,,
RCB|NEL|Q|QZ|QZ01,,
RCB|NEL|Q|QZ|QZ01|QZ01A,14,179
RCB|NEL|Q|QZ|QZ02,,
RCB|NEL|Q|QZ|QZ02|QZ02A,20,185
RCB|NEL|Q|QZ|QZ02|QZ02B,3,18
RCB|NEL|Q|QZ|QZ03,,
RCB|NEL|Q|QZ|QZ03|QZ03Z,4,51
RCB|NEL|Q|QZ|QZ04,,
RCB|NEL|Q|QZ|QZ04|QZ04Z,64,378
RCB|NEL|Q|QZ|QZ05,,
RCB|NEL|Q|QZ|QZ05|QZ05A,6,25
RCB|NEL|Q|QZ|QZ05|QZ05B,6,13
RCB|NEL|Q|QZ|QZ11,,
RCB|NEL|Q|QZ|QZ11|QZ11A,3,51
RCB|NEL|Q|QZ|QZ11|QZ11B,13,164
RCB|NEL|Q|QZ|QZ12,,
RCB|NEL|Q|QZ|QZ12|QZ12Z,32,241
RCB|NEL|Q|QZ|QZ13,,
RCB|NEL|Q|QZ|QZ13|QZ13A,19,32
RCB|NEL|Q|QZ|QZ14,,
RCB|NEL|Q|QZ|QZ14|QZ14A,10,11
RCB|NEL|Q|QZ|QZ14|QZ14B,1,1
RCB|NEL|Q|QZ|QZ15,,
RCB|NEL|Q|QZ|QZ15|QZ15A,7,58
RCB|NEL|Q|QZ|QZ15|QZ15B,41,231
RCB|NEL|Q|QZ|QZ15|QZ15C,4,15
RCB|NEL|Q|QZ|QZ16,,
RCB|NEL|Q|QZ|QZ16|QZ16A,3,22
RCB|NEL|Q|QZ|QZ16|QZ16B,10,44
RCB|NEL|Q|QZ|QZ16|QZ16C,9,22
RCB|NEL|Q|QZ|QZ17,,
RCB|NEL|Q|QZ|QZ17|QZ17A,5,22
RCB|NEL|Q|QZ|QZ17|QZ17B,77,165
RCB|NEL|Q|QZ|QZ17|QZ17C,23,22
RCB|NEL|Q|QZ|QZ19,,
RCB|NEL|Q|QZ|QZ19|QZ19Z,1,1
RCB|NEL|Q|QZ|QZ20,,
RCB|NEL|Q|QZ|QZ20|QZ20Z,93,69
RCB|NEL|Q|QZ|QZ22,,
RCB|NEL|Q|QZ|QZ22|QZ22A,1,4
RCB|NEL|Q|QZ|QZ22|QZ22B,1,2
RCB|NEL|R,,
RCB|NEL|R|RC,,
RCB|NEL|R|RC|RC02,,
RCB|NEL|R|RC|RC02|RC02Z,36,151
RCB|NEL|R|RC|RC12,,
RCB|NEL|R|RC|RC12|RC12C,2,18
RCB|NEL|R|RC|RC14,,
RCB|NEL|R|RC|RC14|RC14Z,21,119
RCB|NEL|R|RC|RC16,,
RCB|NEL|R|RC|RC16|RC16Z,42,232
RCB|NEL|R|RC|RC31,,
RCB|NEL|R|RC|RC31|RC31Z,1,4
RCB|NEL|R|RC|RC32,,
RCB|NEL|R|RC|RC32|RC32Z,12,49
RCB|NEL|R|RC|RC33,,
RCB|NEL|R|RC|RC33|RC33Z,3,12
RCB|NEL|R|RC|RC41,,
RCB|NEL|R|RC|RC41|RC41Z,2,7
RCB|NEL|S,,
RCB|NEL|S|SA,,
RCB|NEL|S|SA|SA01,,
RCB|NEL|S|SA|SA01|SA01D,19,54
RCB|NEL|S|SA|SA01|SA01F,12,22
RCB|NEL|S|SA|SA02,,
RCB|NEL|S|SA|SA02|SA02D,1,1
RCB|NEL|S|SA|SA02|SA02F,4,6
RCB|NEL|S|SA|SA03,,
RCB|NEL|S|SA|SA03|SA03D,3,8
RCB|NEL|S|SA|SA03|SA03F,2,4
RCB|NEL|S|SA|SA04,,
RCB|NEL|S|SA|SA04|SA04D,75,164
RCB|NEL|S|SA|SA04|SA04F,27,26
RCB|NEL|S|SA|SA05,,
RCB|NEL|S|SA|SA05|SA05D,2,4
RCB|NEL|S|SA|SA06,,
RCB|NEL|S|SA|SA06|SA06D,11,37
RCB|NEL|S|SA|SA06|SA06F,3,5
RCB|NEL|S|SA|SA07,,
RCB|NEL|S|SA|SA07|SA07D,1,3
RCB|NEL|S|SA|SA07|SA07F,1,1
RCB|NEL|S|SA|SA08,,
RCB|NEL|S|SA|SA08|SA08D,7,13
RCB|NEL|S|SA|SA08|SA08F,10,10
RCB|NEL|S|SA|SA09,,
RCB|NEL|S|SA|SA09|SA09D,76,206
RCB|NEL|S|SA|SA09|SA09F,14,14
RCB|NEL|S|SA|SA10,,
RCB|NEL|S|SA|SA10|SA10E,2,3
RCB|NEL|S|SA|SA12,,
RCB|NEL|S|SA|SA12|SA12D,7,18
RCB|NEL|S|SA|SA12|SA12F,5,7
RCB|NEL|S|SA|SA13,,
RCB|NEL|S|SA|SA13|SA13A,23,14
RCB|NEL|S|SA|SA13|SA13B,4,2
RCB|NEL|S|SA|SA17,,
RCB|NEL|S|SA|SA17|SA17D,2,5
RCB|NEL|S|SA|SA24,,
RCB|NEL|S|SA|SA24|SA24D,1,9
RCB|NEL|S|SA|SA24|SA24F,2,7
RCB|NEL|S|SA|SA25,,
RCB|NEL|S|SA|SA25|SA25D,11,100
RCB|NEL|S|SA|SA25|SA25F,7,40
RCB|NEL|S|SA|SA30,,
RCB|NEL|S|SA|SA30|SA30Z,24,91
RCB|NEL|S|SA|SA31,,
RCB|NEL|S|SA|SA31|SA31Z,40,175
RCB|NEL|S|SA|SA32,,
RCB|NEL|S|SA|SA32|SA32Z,8,19
RCB|NEL|S|SA|SA33,,
RCB|NEL|S|SA|SA33|SA33Z,1,1
RCB|NEL|V,,
RCB|NEL|V|VA,,
RCB|NEL|V|VA|VA10,,
RCB|NEL|V|VA|VA10|VA10A,49,63
RCB|NEL|V|VA|VA10|VA10B,44,59
RCB|NEL|V|VA|VA10|VA10C,45,162
RCB|NEL|V|VA|VA10|VA10D,35,205
RCB|NEL|V|VA|VA11,,
RCB|NEL|V|VA|VA11|VA11A,8,14
RCB|NEL|V|VA|VA11|VA11B,7,19
RCB|NEL|V|VA|VA11|VA11C,7,28
RCB|NEL|V|VA|VA11|VA11D,4,29
RCB|NEL|V|VA|VA12,,
RCB|NEL|V|VA|VA12|VA12A,10,37
RCB|NEL|V|VA|VA12|VA12B,17,81
RCB|NEL|V|VA|VA12|VA12C,16,97
RCB|NEL|V|VA|VA12|VA12D,14,132
RCB|NEL|V|VA|VA13,,
RCB|NEL|V|VA|VA13|VA13A,2,8
RCB|NEL|V|VA|VA13|VA13B,2,11
RCB|NEL|V|VA|VA13|VA13C,2,15
RCB|NEL|V|VA|VA14,,
RCB|NEL|V|VA|VA14|VA14A,2,12
RCB|NEL|V|VA|VA15,,
RCB|NEL|V|VA|VA15|VA15B,1,14
RCB|NEL|W,,
RCB|NEL|W|WA,,
RCB|NEL|W|WA|WA01,,
RCB|NEL|W|WA|WA01|WA01W,4,28
RCB|NEL|W|WA|WA03,,
RCB|NEL|W|WA|WA03|WA03V,346,1280
RCB|NEL|W|WA|WA03|WA03X,89,207
RCB|NEL|W|WA|WA03|WA03Y,2,4
RCB|NEL|W|WA|WA04,,
RCB|NEL|W|WA|WA04|WA04S,5,4
RCB|NEL|W|WA|WA04|WA04T,17,12
RCB|NEL|W|WA|WA04|WA04U,5,3
RCB|NEL|W|WA|WA05,,
RCB|NEL|W|WA|WA05|WA05Q,3,12
RCB|NEL|W|WA|WA06,,
RCB|NEL|W|WA|WA06|WA06W,99,70
RCB|NEL|W|WA|WA06|WA06Y,52,53
RCB|NEL|W|WA|WA08,,
RCB|NEL|W|WA|WA08|WA08Z,1,1
RCB|NEL|W|WA|WA09,,
RCB|NEL|W|WA|WA09|WA09W,13,41
RCB|NEL|W|WA|WA09|WA09Y,6,7
RCB|NEL|W|WA|WA10,,
RCB|NEL|W|WA|WA10|WA10Z,1,2
RCB|NEL|W|WA|WA11,,
RCB|NEL|W|WA|WA11|WA11V,46,56
RCB|NEL|W|WA|WA11|WA11X,283,156
RCB|NEL|W|WA|WA11|WA11Y,207,56
RCB|NEL|W|WA|WA12,,
RCB|NEL|W|WA|WA12|WA12V,26,86
RCB|NEL|W|WA|WA12|WA12X,90,154
RCB|NEL|W|WA|WA12|WA12Y,65,49
RCB|NEL|W|WA|WA16,,
RCB|NEL|W|WA|WA16|WA16W,16,8
RCB|NEL|W|WA|WA16|WA16Y,14,5
RCB|NEL|W|WA|WA17,,
RCB|NEL|W|WA|WA17|WA17V,22,88
RCB|NEL|W|WA|WA17|WA17X,3,6
RCB|NEL|W|WA|WA18,,
RCB|NEL|W|WA|WA18|WA18V,155,495
RCB|NEL|W|WA|WA18|WA18X,83,127
RCB|NEL|W|WA|WA18|WA18Y,15,9
RCB|NEL|W|WA|WA19,,
RCB|NEL|W|WA|WA19|WA19W,30,26
RCB|NEL|W|WA|WA19|WA19Y,2,1
RCB|NEL|W|WA|WA20,,
RCB|NEL|W|WA|WA20|WA20W,20,10
RCB|NEL|W|WA|WA20|WA20Y,5,2
RCB|NEL|W|WA|WA21,,
RCB|NEL|W|WA|WA21|WA21W,3,4
RCB|NEL|W|WA|WA22,,
RCB|NEL|W|WA|WA22|WA22V,254,783
RCB|NEL|W|WA|WA22|WA22X,158,285
RCB|NEL|W|WA|WA22|WA22Y,20,8
RCB|NEL|W|WA|WA23,,
RCB|NEL|W|WA|WA23|WA23V,40,144
RCB|NEL|W|WA|WA23|WA23X,10,28
RCB|NEL|W|WA|WA24,,
RCB|NEL|W|WA|WA24|WA24Z,3,13
RCB|NELNE,,
RCB|NELNE|A,,
RCB|NELNE|A|AA,,
RCB|NELNE|A|AA|AA22,,
RCB|NELNE|A|AA|AA22|AA22A,9,1
RCB|NELNE|A|AA|AA22|AA22B,1,2
RCB|NELNE|A|AA|AA23,,
RCB|NELNE|A|AA|AA23|AA23A,5,7
RCB|NELNE|A|AA|AA25,,
RCB|NELNE|A|AA|AA25|AA25A,5,1
RCB|NELNE|A|AA|AA25|AA25B,1,1
RCB|NELNE|A|AA|AA26,,
RCB|NELNE|A|AA|AA26|AA26A,30,8
RCB|NELNE|A|AA|AA26|AA26B,1,1
RCB|NELNE|A|AA|AA29,,
RCB|NELNE|A|AA|AA29|AA29A,1,1
RCB|NELNE|A|AA|AA31,,
RCB|NELNE|A|AA|AA31|AA31A,6,3
RCB|NELNE|A|AB,,
RCB|NELNE|A|AB|AB04,,
RCB|NELNE|A|AB|AB04|AB04Z,11,25
RCB|NELNE|B,,
RCB|NELNE|B|BZ,,
RCB|NELNE|B|BZ|BZ07,,
RCB|NELNE|B|BZ|BZ07|BZ07A,1,1
RCB|NELNE|B|BZ|BZ24,,
RCB|NELNE|B|BZ|BZ24|BZ24C,1,1
RCB|NELNE|C,,
RCB|NELNE|C|CZ,,
RCB|NELNE|C|CZ|CZ07,,
RCB|NELNE|C|CZ|CZ07|CZ07P,1,5
RCB|NELNE|C|CZ|CZ21,,
RCB|NELNE|C|CZ|CZ21|CZ21V,4,1
RCB|NELNE|C|CZ|CZ22,,
RCB|NELNE|C|CZ|CZ22|CZ22W,1,2
RCB|NELNE|C|CZ|CZ22|CZ22X,1,1
RCB|NELNE|C|CZ|CZ22|CZ22Y,1,1
RCB|NELNE|C|CZ|CZ34,,
RCB|NELNE|C|CZ|CZ34|CZ34U,3,3
RCB|NELNE|D,,
RCB|NELNE|D|DZ,,
RCB|NELNE|D|DZ|DZ09,,
RCB|NELNE|D|DZ|DZ09|DZ09A,1,1
RCB|NELNE|D|DZ|DZ11,,
RCB|NELNE|D|DZ|DZ11|DZ11A,22,20
RCB|NELNE|D|DZ|DZ11|DZ11B,10,4
RCB|NELNE|D|DZ|DZ11|DZ11C,1,1
RCB|NELNE|D|DZ|DZ15,,
RCB|NELNE|D|DZ|DZ15|DZ15F,1,1
RCB|NELNE|D|DZ|DZ17,,
RCB|NELNE|D|DZ|DZ17|DZ17A,4,3
RCB|NELNE|D|DZ|DZ18,,
RCB|NELNE|D|DZ|DZ18|DZ18Z,1,1
RCB|NELNE|D|DZ|DZ21,,
RCB|NELNE|D|DZ|DZ21|DZ21A,1,1
RCB|NELNE|D|DZ|DZ21|DZ21H,6,6
RCB|NELNE|D|DZ|DZ21|DZ21J,2,1
RCB|NELNE|D|DZ|DZ22,,
RCB|NELNE|D|DZ|DZ22|DZ22A,5,9
RCB|NELNE|D|DZ|DZ22|DZ22B,6,2
RCB|NELNE|D|DZ|DZ23,,
RCB|NELNE|D|DZ|DZ23|DZ23A,2,1
RCB|NELNE|D|DZ|DZ27,,
RCB|NELNE|D|DZ|DZ27|DZ27D,1,1
RCB|NELNE|D|DZ|DZ37,,
RCB|NELNE|D|DZ|DZ37|DZ37B,27,32
RCB|NELNE|E,,
RCB|NELNE|E|EB,,
RCB|NELNE|E|EB|EB01,,
RCB|NELNE|E|EB|EB01|EB01Z,13,6
RCB|NELNE|E|EB|EB03,,
RCB|NELNE|E|EB|EB03|EB03H,4,1
RCB|NELNE|E|EB|EB03|EB03I,3,2
RCB|NELNE|E|EB|EB05,,
RCB|NELNE|E|EB|EB05|EB05Z,1,1
RCB|NELNE|E|EB|EB07,,
RCB|NELNE|E|EB|EB07|EB07H,5,4
RCB|NELNE|E|EB|EB07|EB07I,4,2
RCB|NELNE|E|EB|EB08,,
RCB|NELNE|E|EB|EB08|EB08H,1,1
RCB|NELNE|E|EB|EB08|EB08I,3,1
RCB|NELNE|E|EB|EB10,,
RCB|NELNE|E|EB|EB10|EB10Z,13,23
RCB|NELNE|F,,
RCB|NELNE|F|FZ,,
RCB|NELNE|F|FZ|FZ12,,
RCB|NELNE|F|FZ|FZ12|FZ12E,1,4
RCB|NELNE|F|FZ|FZ12|FZ12F,2,6
RCB|NELNE|F|FZ|FZ13,,
RCB|NELNE|F|FZ|FZ13|FZ13C,1,1
RCB|NELNE|F|FZ|FZ20,,
RCB|NELNE|F|FZ|FZ20|FZ20B,1,2
RCB|NELNE|F|FZ|FZ22,,
RCB|NELNE|F|FZ|FZ22|FZ22A,1,1
RCB|NELNE|F|FZ|FZ24,,
RCB|NELNE|F|FZ|FZ24|FZ24B,1,1
RCB|NELNE|F|FZ|FZ31,,
RCB|NELNE|F|FZ|FZ31|FZ31E,2,1
RCB|NELNE|F|FZ|FZ31|FZ31F,1,1
RCB|NELNE|F|FZ|FZ36,,
RCB|NELNE|F|FZ|FZ36|FZ36D,2,4
RCB|NELNE|F|FZ|FZ36|FZ36E,5,9
RCB|NELNE|F|FZ|FZ36|FZ36F,2,1
RCB|NELNE|F|FZ|FZ38,,
RCB|NELNE|F|FZ|FZ38|FZ38D,1,1
RCB|NELNE|F|FZ|FZ38|FZ38E,4,2
RCB|NELNE|F|FZ|FZ38|FZ38F,1,1
RCB|NELNE|F|FZ|FZ39,,
RCB|NELNE|F|FZ|FZ39|FZ39D,1,1
RCB|NELNE|F|FZ|FZ39|FZ39E,1,1
RCB|NELNE|F|FZ|FZ43,,
RCB|NELNE|F|FZ|FZ43|FZ43B,1,1
RCB|NELNE|F|FZ|FZ43|FZ43C,2,1
RCB|NELNE|F|FZ|FZ44,,
RCB|NELNE|F|FZ|FZ44|FZ44B,2,1
RCB|NELNE|F|FZ|FZ45,,
RCB|NELNE|F|FZ|FZ45|FZ45A,2,1
RCB|NELNE|F|FZ|FZ45|FZ45B,2,1
RCB|NELNE|F|FZ|FZ45|FZ45C,2,1
RCB|NELNE|F|FZ|FZ46,,
RCB|NELNE|F|FZ|FZ46|FZ46A,2,1
