Period,Practice_Code,Ref_Source,TF_Code,Firsts,Referrals
01/04/2013 00:00,B81036,C2C,100,3,4
01/04/2013 00:00,B81036,C2C,101,3,2
01/04/2013 00:00,B81036,C2C,104,2,0
01/04/2013 00:00,B81036,C2C,110,6,1
01/04/2013 00:00,B81036,C2C,120,3,2
01/04/2013 00:00,B81036,C2C,130,4,5
01/04/2013 00:00,B81036,C2C,160,1,0
01/04/2013 00:00,B81036,C2C,170,2,1
01/04/2013 00:00,B81036,C2C,190,1,0
01/04/2013 00:00,B81036,C2C,191,1,0
01/04/2013 00:00,B81036,C2C,258,1,0
01/04/2013 00:00,B81036,C2C,301,2,3
01/04/2013 00:00,B81036,C2C,302,0,1
01/04/2013 00:00,B81036,C2C,303,1,1
01/04/2013 00:00,B81036,C2C,320,25,4
01/04/2013 00:00,B81036,C2C,329,1,0
01/04/2013 00:00,B81036,C2C,330,1,1
01/04/2013 00:00,B81036,C2C,340,3,2
01/04/2013 00:00,B81036,C2C,341,2,0
01/04/2013 00:00,B81036,C2C,361,1,0
01/04/2013 00:00,B81036,C2C,370,0,1
01/04/2013 00:00,B81036,C2C,400,0,2
01/04/2013 00:00,B81036,C2C,401,0,3
01/04/2013 00:00,B81036,C2C,410,1,0
01/04/2013 00:00,B81036,C2C,420,3,4
01/04/2013 00:00,B81036,C2C,430,3,1
01/04/2013 00:00,B81036,C2C,502,4,3
01/04/2013 00:00,B81036,GP,100,11,30
01/04/2013 00:00,B81036,GP,101,9,12
01/04/2013 00:00,B81036,GP,103,6,0
01/04/2013 00:00,B81036,GP,104,4,0
01/04/2013 00:00,B81036,GP,107,2,0
01/04/2013 00:00,B81036,GP,110,10,11
01/04/2013 00:00,B81036,GP,120,16,22
01/04/2013 00:00,B81036,GP,130,21,24
01/04/2013 00:00,B81036,GP,160,0,1
01/04/2013 00:00,B81036,GP,190,0,2
01/04/2013 00:00,B81036,GP,191,2,0
01/04/2013 00:00,B81036,GP,216,1,0
01/04/2013 00:00,B81036,GP,300,4,4
01/04/2013 00:00,B81036,GP,301,4,14
01/04/2013 00:00,B81036,GP,302,0,2
01/04/2013 00:00,B81036,GP,307,1,0
01/04/2013 00:00,B81036,GP,320,3,10
01/04/2013 00:00,B81036,GP,329,3,0
01/04/2013 00:00,B81036,GP,330,6,17
01/04/2013 00:00,B81036,GP,340,1,6
01/04/2013 00:00,B81036,GP,341,1,0
01/04/2013 00:00,B81036,GP,361,1,0
01/04/2013 00:00,B81036,GP,400,0,9
01/04/2013 00:00,B81036,GP,410,4,7
01/04/2013 00:00,B81036,GP,420,3,5
01/04/2013 00:00,B81036,GP,430,2,6
01/04/2013 00:00,B81036,GP,502,15,17
01/04/2013 00:00,B81036,GP,510,0,1
01/04/2013 00:00,B81036,Other,100,0,1
01/04/2013 00:00,B81036,Other,110,18,34
01/04/2013 00:00,B81036,Other,120,3,5
01/04/2013 00:00,B81036,Other,130,17,16
01/04/2013 00:00,B81036,Other,170,0,1
01/04/2013 00:00,B81036,Other,180,0,3
01/04/2013 00:00,B81036,Other,216,1,0
01/04/2013 00:00,B81036,Other,300,0,1
01/04/2013 00:00,B81036,Other,301,0,3
01/04/2013 00:00,B81036,Other,302,0,2
01/04/2013 00:00,B81036,Other,307,1,0
01/04/2013 00:00,B81036,Other,315,0,1
01/04/2013 00:00,B81036,Other,320,7,22
01/04/2013 00:00,B81036,Other,329,2,0
01/04/2013 00:00,B81036,Other,340,3,4
01/04/2013 00:00,B81036,Other,361,0,2
01/04/2013 00:00,B81036,Other,370,0,1
01/04/2013 00:00,B81036,Other,401,0,1
01/04/2013 00:00,B81036,Other,410,0,1
01/04/2013 00:00,B81036,Other,420,0,1
01/04/2013 00:00,B81036,Other,430,1,9
01/04/2013 00:00,B81036,Other,501,0,28
01/04/2013 00:00,B81036,Other,502,2,3
01/04/2013 00:00,B82002,C2C,100,2,2
01/04/2013 00:00,B82002,C2C,101,0,1
01/04/2013 00:00,B82002,C2C,110,2,3
01/04/2013 00:00,B82002,C2C,120,3,1
01/04/2013 00:00,B82002,C2C,130,1,1
01/04/2013 00:00,B82002,C2C,170,0,1
01/04/2013 00:00,B82002,C2C,190,0,1
01/04/2013 00:00,B82002,C2C,191,1,0
01/04/2013 00:00,B82002,C2C,258,1,0
01/04/2013 00:00,B82002,C2C,300,1,0
01/04/2013 00:00,B82002,C2C,302,0,1
01/04/2013 00:00,B82002,C2C,303,1,1
01/04/2013 00:00,B82002,C2C,320,15,0
01/04/2013 00:00,B82002,C2C,329,1,0
01/04/2013 00:00,B82002,C2C,330,1,1
01/04/2013 00:00,B82002,C2C,340,2,0
01/04/2013 00:00,B82002,C2C,370,0,2
01/04/2013 00:00,B82002,C2C,400,0,1
01/04/2013 00:00,B82002,C2C,420,2,2
01/04/2013 00:00,B82002,C2C,502,1,1
01/04/2013 00:00,B82002,C2C,800,0,1
01/04/2013 00:00,B82002,GP,100,11,16
01/04/2013 00:00,B82002,GP,101,2,10
01/04/2013 00:00,B82002,GP,104,1,0
01/04/2013 00:00,B82002,GP,110,2,1
01/04/2013 00:00,B82002,GP,120,19,23
01/04/2013 00:00,B82002,GP,130,9,8
01/04/2013 00:00,B82002,GP,190,0,1
01/04/2013 00:00,B82002,GP,300,0,4
01/04/2013 00:00,B82002,GP,301,4,8
01/04/2013 00:00,B82002,GP,302,0,1
01/04/2013 00:00,B82002,GP,303,2,3
01/04/2013 00:00,B82002,GP,320,4,7
01/04/2013 00:00,B82002,GP,329,1,0
01/04/2013 00:00,B82002,GP,330,7,16
01/04/2013 00:00,B82002,GP,340,0,3
01/04/2013 00:00,B82002,GP,341,1,0
01/04/2013 00:00,B82002,GP,361,0,1
01/04/2013 00:00,B82002,GP,400,0,7
01/04/2013 00:00,B82002,GP,410,0,5
01/04/2013 00:00,B82002,GP,420,5,6
01/04/2013 00:00,B82002,GP,430,0,1
01/04/2013 00:00,B82002,GP,502,8,7
01/04/2013 00:00,B82002,Other,100,0,2
01/04/2013 00:00,B82002,Other,101,0,2
01/04/2013 00:00,B82002,Other,110,9,15
01/04/2013 00:00,B82002,Other,120,0,1
01/04/2013 00:00,B82002,Other,130,7,7
01/04/2013 00:00,B82002,Other,180,0,1
01/04/2013 00:00,B82002,Other,301,1,1
01/04/2013 00:00,B82002,Other,320,5,15
01/04/2013 00:00,B82002,Other,361,1,0
01/04/2013 00:00,B82002,Other,370,0,1
01/04/2013 00:00,B82002,Other,401,0,2
01/04/2013 00:00,B82002,Other,410,0,2
01/04/2013 00:00,B82002,Other,420,0,1
01/04/2013 00:00,B82002,Other,430,0,2
01/04/2013 00:00,B82002,Other,501,0,10
01/04/2013 00:00,B82003,C2C,110,6,2
01/04/2013 00:00,B82003,C2C,120,1,0
01/04/2013 00:00,B82003,C2C,130,1,1
01/04/2013 00:00,B82003,C2C,301,1,0
01/04/2013 00:00,B82003,C2C,320,7,2
01/04/2013 00:00,B82003,C2C,329,1,0
01/04/2013 00:00,B82003,C2C,340,1,0
01/04/2013 00:00,B82003,C2C,361,1,1
01/04/2013 00:00,B82003,C2C,370,0,1
01/04/2013 00:00,B82003,C2C,400,0,3
01/04/2013 00:00,B82003,C2C,420,2,3
01/04/2013 00:00,B82003,C2C,430,1,3
01/04/2013 00:00,B82003,C2C,502,1,0
01/04/2013 00:00,B82003,GP,100,7,11
01/04/2013 00:00,B82003,GP,101,0,4
01/04/2013 00:00,B82003,GP,103,1,0
01/04/2013 00:00,B82003,GP,104,1,0
01/04/2013 00:00,B82003,GP,107,3,0
01/04/2013 00:00,B82003,GP,110,2,0
01/04/2013 00:00,B82003,GP,120,9,16
01/04/2013 00:00,B82003,GP,130,4,9
01/04/2013 00:00,B82003,GP,190,0,1
01/04/2013 00:00,B82003,GP,300,0,1
01/04/2013 00:00,B82003,GP,301,4,6
01/04/2013 00:00,B82003,GP,302,0,3
01/04/2013 00:00,B82003,GP,303,3,2
01/04/2013 00:00,B82003,GP,320,5,1
01/04/2013 00:00,B82003,GP,329,1,0
01/04/2013 00:00,B82003,GP,330,4,5
01/04/2013 00:00,B82003,GP,340,1,0
01/04/2013 00:00,B82003,GP,361,1,0
01/04/2013 00:00,B82003,GP,400,0,1
01/04/2013 00:00,B82003,GP,410,2,0
01/04/2013 00:00,B82003,GP,420,6,1
01/04/2013 00:00,B82003,GP,430,0,2
01/04/2013 00:00,B82003,GP,502,8,9
01/04/2013 00:00,B82003,GP,822,0,1
01/04/2013 00:00,B82003,Other,104,1,0
01/04/2013 00:00,B82003,Other,110,8,13
01/04/2013 00:00,B82003,Other,120,2,3
01/04/2013 00:00,B82003,Other,130,6,7
01/04/2013 00:00,B82003,Other,170,0,1
01/04/2013 00:00,B82003,Other,180,0,1
01/04/2013 00:00,B82003,Other,190,0,1
01/04/2013 00:00,B82003,Other,301,0,2
01/04/2013 00:00,B82003,Other,320,4,6
01/04/2013 00:00,B82003,Other,330,0,1
01/04/2013 00:00,B82003,Other,340,0,1
01/04/2013 00:00,B82003,Other,370,0,1
01/04/2013 00:00,B82003,Other,410,0,2
01/04/2013 00:00,B82003,Other,420,0,1
01/04/2013 00:00,B82003,Other,430,1,2
01/04/2013 00:00,B82003,Other,501,0,16
01/04/2013 00:00,B82003,Other,502,2,2
01/04/2013 00:00,B82005,C2C,100,12,19
01/04/2013 00:00,B82005,C2C,101,9,5
01/04/2013 00:00,B82005,C2C,104,1,0
01/04/2013 00:00,B82005,C2C,106,1,0
01/04/2013 00:00,B82005,C2C,107,2,0
01/04/2013 00:00,B82005,C2C,110,37,15
01/04/2013 00:00,B82005,C2C,120,11,11
01/04/2013 00:00,B82005,C2C,130,18,7
01/04/2013 00:00,B82005,C2C,150,0,3
01/04/2013 00:00,B82005,C2C,160,0,1
01/04/2013 00:00,B82005,C2C,190,0,6
01/04/2013 00:00,B82005,C2C,191,3,0
01/04/2013 00:00,B82005,C2C,300,1,1
01/04/2013 00:00,B82005,C2C,301,4,8
01/04/2013 00:00,B82005,C2C,302,0,1
01/04/2013 00:00,B82005,C2C,303,8,17
01/04/2013 00:00,B82005,C2C,307,2,0
01/04/2013 00:00,B82005,C2C,315,0,1
01/04/2013 00:00,B82005,C2C,320,61,10
01/04/2013 00:00,B82005,C2C,330,4,11
01/04/2013 00:00,B82005,C2C,340,5,3
01/04/2013 00:00,B82005,C2C,341,5,0
01/04/2013 00:00,B82005,C2C,361,1,2
01/04/2013 00:00,B82005,C2C,370,0,4
01/04/2013 00:00,B82005,C2C,400,0,13
01/04/2013 00:00,B82005,C2C,401,0,4
01/04/2013 00:00,B82005,C2C,410,1,2
01/04/2013 00:00,B82005,C2C,420,16,15
01/04/2013 00:00,B82005,C2C,430,3,5
01/04/2013 00:00,B82005,C2C,501,0,1
01/04/2013 00:00,B82005,C2C,502,4,3
01/04/2013 00:00,B82005,C2C,820,0,1
01/04/2013 00:00,B82005,C2C,822,0,1
01/04/2013 00:00,B82005,GP,100,56,135
01/04/2013 00:00,B82005,GP,101,33,41
01/04/2013 00:00,B82005,GP,103,20,0
01/04/2013 00:00,B82005,GP,104,25,0
01/04/2013 00:00,B82005,GP,107,4,0
01/04/2013 00:00,B82005,GP,110,21,23
01/04/2013 00:00,B82005,GP,120,65,89
01/04/2013 00:00,B82005,GP,130,48,75
01/04/2013 00:00,B82005,GP,190,0,15
01/04/2013 00:00,B82005,GP,191,13,0
01/04/2013 00:00,B82005,GP,211,1,0
01/04/2013 00:00,B82005,GP,216,2,0
01/04/2013 00:00,B82005,GP,300,6,14
01/04/2013 00:00,B82005,GP,301,28,44
01/04/2013 00:00,B82005,GP,302,0,13
01/04/2013 00:00,B82005,GP,303,8,12
01/04/2013 00:00,B82005,GP,307,8,0
01/04/2013 00:00,B82005,GP,320,36,39
01/04/2013 00:00,B82005,GP,329,6,0
01/04/2013 00:00,B82005,GP,330,54,74
01/04/2013 00:00,B82005,GP,340,17,18
01/04/2013 00:00,B82005,GP,341,3,0
01/04/2013 00:00,B82005,GP,361,5,6
01/04/2013 00:00,B82005,GP,370,0,1
01/04/2013 00:00,B82005,GP,400,0,21
01/04/2013 00:00,B82005,GP,410,10,10
01/04/2013 00:00,B82005,GP,420,32,32
01/04/2013 00:00,B82005,GP,430,1,15
01/04/2013 00:00,B82005,GP,502,70,90
01/04/2013 00:00,B82005,Other,100,7,8
01/04/2013 00:00,B82005,Other,101,3,4
01/04/2013 00:00,B82005,Other,103,1,0
01/04/2013 00:00,B82005,Other,104,2,0
01/04/2013 00:00,B82005,Other,110,60,100
01/04/2013 00:00,B82005,Other,120,6,13
01/04/2013 00:00,B82005,Other,130,56,51
01/04/2013 00:00,B82005,Other,170,3,1
01/04/2013 00:00,B82005,Other,180,0,6
01/04/2013 00:00,B82005,Other,190,0,6
01/04/2013 00:00,B82005,Other,300,0,1
01/04/2013 00:00,B82005,Other,301,2,8
01/04/2013 00:00,B82005,Other,302,0,3
01/04/2013 00:00,B82005,Other,303,3,0
01/04/2013 00:00,B82005,Other,307,4,0
01/04/2013 00:00,B82005,Other,315,0,1
01/04/2013 00:00,B82005,Other,320,22,92
01/04/2013 00:00,B82005,Other,326,0,1
01/04/2013 00:00,B82005,Other,329,1,0
01/04/2013 00:00,B82005,Other,340,3,9
01/04/2013 00:00,B82005,Other,361,0,5
01/04/2013 00:00,B82005,Other,370,0,3
01/04/2013 00:00,B82005,Other,400,1,2
01/04/2013 00:00,B82005,Other,401,0,7
01/04/2013 00:00,B82005,Other,410,0,8
01/04/2013 00:00,B82005,Other,420,1,6
01/04/2013 00:00,B82005,Other,430,7,11
01/04/2013 00:00,B82005,Other,501,0,107
01/04/2013 00:00,B82005,Other,502,5,9
01/04/2013 00:00,B82006,C2C,101,2,0
01/04/2013 00:00,B82006,C2C,120,1,1
01/04/2013 00:00,B82006,C2C,130,3,1
01/04/2013 00:00,B82006,C2C,150,0,1
01/04/2013 00:00,B82006,C2C,160,1,0
01/04/2013 00:00,B82006,C2C,190,0,1
01/04/2013 00:00,B82006,C2C,191,1,0
01/04/2013 00:00,B82006,C2C,301,1,0
01/04/2013 00:00,B82006,C2C,302,0,1
01/04/2013 00:00,B82006,C2C,320,7,0
01/04/2013 00:00,B82006,C2C,330,0,1
01/04/2013 00:00,B82006,C2C,340,1,0
01/04/2013 00:00,B82006,C2C,341,1,0
01/04/2013 00:00,B82006,C2C,400,0,1
01/04/2013 00:00,B82006,C2C,410,1,0
01/04/2013 00:00,B82006,C2C,420,0,1
01/04/2013 00:00,B82006,C2C,502,2,1
01/04/2013 00:00,B82006,GP,100,5,16
01/04/2013 00:00,B82006,GP,101,4,7
01/04/2013 00:00,B82006,GP,103,1,0
01/04/2013 00:00,B82006,GP,104,2,0
01/04/2013 00:00,B82006,GP,107,2,0
01/04/2013 00:00,B82006,GP,110,3,8
01/04/2013 00:00,B82006,GP,120,6,7
01/04/2013 00:00,B82006,GP,130,8,11
01/04/2013 00:00,B82006,GP,190,0,2
01/04/2013 00:00,B82006,GP,191,2,0
01/04/2013 00:00,B82006,GP,216,1,0
01/04/2013 00:00,B82006,GP,300,2,2
01/04/2013 00:00,B82006,GP,301,1,4
01/04/2013 00:00,B82006,GP,320,3,6
01/04/2013 00:00,B82006,GP,330,1,1
01/04/2013 00:00,B82006,GP,340,0,3
01/04/2013 00:00,B82006,GP,361,0,1
01/04/2013 00:00,B82006,GP,410,1,2
01/04/2013 00:00,B82006,GP,420,2,4
01/04/2013 00:00,B82006,GP,502,3,4
01/04/2013 00:00,B82006,Other,100,0,1
01/04/2013 00:00,B82006,Other,110,5,7
01/04/2013 00:00,B82006,Other,120,1,0
01/04/2013 00:00,B82006,Other,130,9,8
01/04/2013 00:00,B82006,Other,160,0,1
01/04/2013 00:00,B82006,Other,302,0,1
01/04/2013 00:00,B82006,Other,320,3,21
01/04/2013 00:00,B82006,Other,361,0,1
01/04/2013 00:00,B82006,Other,401,0,2
01/04/2013 00:00,B82006,Other,410,0,1
01/04/2013 00:00,B82006,Other,420,0,1
01/04/2013 00:00,B82006,Other,430,0,3
01/04/2013 00:00,B82006,Other,501,0,14
01/04/2013 00:00,B82006,Other,502,1,2
01/04/2013 00:00,B82018,C2C,100,1,2
01/04/2013 00:00,B82018,C2C,101,1,0
01/04/2013 00:00,B82018,C2C,104,1,0
01/04/2013 00:00,B82018,C2C,110,0,5
01/04/2013 00:00,B82018,C2C,120,2,1
01/04/2013 00:00,B82018,C2C,150,0,1
01/04/2013 00:00,B82018,C2C,303,3,2
01/04/2013 00:00,B82018,C2C,320,6,1
01/04/2013 00:00,B82018,C2C,341,1,0
01/04/2013 00:00,B82018,C2C,420,1,0
01/04/2013 00:00,B82018,C2C,430,1,0
01/04/2013 00:00,B82018,GP,100,3,15
01/04/2013 00:00,B82018,GP,101,1,5
01/04/2013 00:00,B82018,GP,103,4,0
01/04/2013 00:00,B82018,GP,104,3,0
01/04/2013 00:00,B82018,GP,107,2,0
01/04/2013 00:00,B82018,GP,110,2,4
01/04/2013 00:00,B82018,GP,120,4,13
01/04/2013 00:00,B82018,GP,130,5,18
01/04/2013 00:00,B82018,GP,300,3,4
01/04/2013 00:00,B82018,GP,301,1,1
01/04/2013 00:00,B82018,GP,302,0,2
01/04/2013 00:00,B82018,GP,303,2,1
01/04/2013 00:00,B82018,GP,320,2,4
01/04/2013 00:00,B82018,GP,329,2,0
01/04/2013 00:00,B82018,GP,330,8,9
01/04/2013 00:00,B82018,GP,340,0,3
01/04/2013 00:00,B82018,GP,400,0,4
01/04/2013 00:00,B82018,GP,410,0,1
01/04/2013 00:00,B82018,GP,420,1,1
01/04/2013 00:00,B82018,GP,430,0,2
01/04/2013 00:00,B82018,GP,502,4,7
01/04/2013 00:00,B82018,Other,110,6,9
01/04/2013 00:00,B82018,Other,120,1,1
01/04/2013 00:00,B82018,Other,130,4,6
01/04/2013 00:00,B82018,Other,170,1,0
01/04/2013 00:00,B82018,Other,180,0,1
01/04/2013 00:00,B82018,Other,320,2,17
01/04/2013 00:00,B82018,Other,401,0,1
01/04/2013 00:00,B82018,Other,420,0,3
01/04/2013 00:00,B82018,Other,501,0,2
01/04/2013 00:00,B82018,Other,502,0,2
01/04/2013 00:00,B82021,C2C,100,0,4
01/04/2013 00:00,B82021,C2C,101,1,0
01/04/2013 00:00,B82021,C2C,107,1,0
01/04/2013 00:00,B82021,C2C,110,3,1
01/04/2013 00:00,B82021,C2C,130,3,0
01/04/2013 00:00,B82021,C2C,150,0,2
01/04/2013 00:00,B82021,C2C,170,1,0
01/04/2013 00:00,B82021,C2C,191,1,0
01/04/2013 00:00,B82021,C2C,216,1,0
01/04/2013 00:00,B82021,C2C,301,1,1
01/04/2013 00:00,B82021,C2C,303,1,1
01/04/2013 00:00,B82021,C2C,307,1,0
01/04/2013 00:00,B82021,C2C,320,19,1
01/04/2013 00:00,B82021,C2C,340,3,0
01/04/2013 00:00,B82021,C2C,341,1,0
01/04/2013 00:00,B82021,C2C,370,0,3
01/04/2013 00:00,B82021,C2C,420,4,3
01/04/2013 00:00,B82021,C2C,430,2,0
01/04/2013 00:00,B82021,C2C,502,2,0
01/04/2013 00:00,B82021,GP,100,9,18
01/04/2013 00:00,B82021,GP,101,7,7
01/04/2013 00:00,B82021,GP,103,3,0
01/04/2013 00:00,B82021,GP,104,4,0
01/04/2013 00:00,B82021,GP,107,2,0
01/04/2013 00:00,B82021,GP,110,4,2
01/04/2013 00:00,B82021,GP,120,12,13
01/04/2013 00:00,B82021,GP,130,9,14
01/04/2013 00:00,B82021,GP,190,0,2
01/04/2013 00:00,B82021,GP,191,1,0
01/04/2013 00:00,B82021,GP,301,5,7
01/04/2013 00:00,B82021,GP,302,0,6
01/04/2013 00:00,B82021,GP,303,2,0
01/04/2013 00:00,B82021,GP,320,4,5
01/04/2013 00:00,B82021,GP,329,2,0
01/04/2013 00:00,B82021,GP,330,7,7
01/04/2013 00:00,B82021,GP,340,3,4
01/04/2013 00:00,B82021,GP,361,1,2
01/04/2013 00:00,B82021,GP,400,0,2
01/04/2013 00:00,B82021,GP,410,1,2
01/04/2013 00:00,B82021,GP,420,4,6
01/04/2013 00:00,B82021,GP,430,2,2
01/04/2013 00:00,B82021,GP,502,9,9
01/04/2013 00:00,B82021,Other,100,0,3
01/04/2013 00:00,B82021,Other,101,0,1
01/04/2013 00:00,B82021,Other,110,6,13
01/04/2013 00:00,B82021,Other,120,2,2
01/04/2013 00:00,B82021,Other,130,4,6
01/04/2013 00:00,B82021,Other,302,0,1
01/04/2013 00:00,B82021,Other,303,0,1
01/04/2013 00:00,B82021,Other,320,2,13
01/04/2013 00:00,B82021,Other,340,0,2
01/04/2013 00:00,B82021,Other,361,0,1
01/04/2013 00:00,B82021,Other,370,0,1
01/04/2013 00:00,B82021,Other,401,0,2
01/04/2013 00:00,B82021,Other,410,0,1
01/04/2013 00:00,B82021,Other,420,0,1
01/04/2013 00:00,B82021,Other,430,1,3
01/04/2013 00:00,B82021,Other,501,0,18
01/04/2013 00:00,B82021,Other,502,1,2
01/04/2013 00:00,B82026,C2C,100,4,11
01/04/2013 00:00,B82026,C2C,101,6,2
01/04/2013 00:00,B82026,C2C,104,4,0
01/04/2013 00:00,B82026,C2C,107,1,0
01/04/2013 00:00,B82026,C2C,110,13,6
01/04/2013 00:00,B82026,C2C,120,7,2
01/04/2013 00:00,B82026,C2C,130,13,6
01/04/2013 00:00,B82026,C2C,150,0,1
01/04/2013 00:00,B82026,C2C,170,2,1
01/04/2013 00:00,B82026,C2C,190,0,2
01/04/2013 00:00,B82026,C2C,300,1,0
01/04/2013 00:00,B82026,C2C,301,5,6
01/04/2013 00:00,B82026,C2C,302,0,2
01/04/2013 00:00,B82026,C2C,303,1,2
01/04/2013 00:00,B82026,C2C,307,1,0
01/04/2013 00:00,B82026,C2C,320,37,3
01/04/2013 00:00,B82026,C2C,330,2,2
01/04/2013 00:00,B82026,C2C,340,2,3
01/04/2013 00:00,B82026,C2C,341,7,0
01/04/2013 00:00,B82026,C2C,370,0,4
01/04/2013 00:00,B82026,C2C,400,0,1
01/04/2013 00:00,B82026,C2C,401,0,2
01/04/2013 00:00,B82026,C2C,410,4,1
01/04/2013 00:00,B82026,C2C,420,4,7
01/04/2013 00:00,B82026,C2C,430,7,2
01/04/2013 00:00,B82026,C2C,502,4,1
01/04/2013 00:00,B82026,GP,100,26,50
01/04/2013 00:00,B82026,GP,101,20,23
01/04/2013 00:00,B82026,GP,103,8,0
01/04/2013 00:00,B82026,GP,104,10,0
01/04/2013 00:00,B82026,GP,107,7,0
01/04/2013 00:00,B82026,GP,110,8,25
01/04/2013 00:00,B82026,GP,120,35,36
01/04/2013 00:00,B82026,GP,130,39,39
01/04/2013 00:00,B82026,GP,150,0,1
01/04/2013 00:00,B82026,GP,190,0,2
01/04/2013 00:00,B82026,GP,191,5,0
01/04/2013 00:00,B82026,GP,300,2,10
01/04/2013 00:00,B82026,GP,301,14,14
01/04/2013 00:00,B82026,GP,302,0,14
01/04/2013 00:00,B82026,GP,303,2,7
01/04/2013 00:00,B82026,GP,320,15,31
01/04/2013 00:00,B82026,GP,329,1,0
01/04/2013 00:00,B82026,GP,330,26,33
01/04/2013 00:00,B82026,GP,340,7,14
01/04/2013 00:00,B82026,GP,361,1,3
01/04/2013 00:00,B82026,GP,400,0,15
01/04/2013 00:00,B82026,GP,410,4,7
01/04/2013 00:00,B82026,GP,420,14,15
01/04/2013 00:00,B82026,GP,430,1,3
01/04/2013 00:00,B82026,GP,502,20,20
01/04/2013 00:00,B82026,Other,100,2,6
01/04/2013 00:00,B82026,Other,101,0,1
01/04/2013 00:00,B82026,Other,110,18,31
01/04/2013 00:00,B82026,Other,120,2,5
01/04/2013 00:00,B82026,Other,130,18,26
01/04/2013 00:00,B82026,Other,170,2,1
01/04/2013 00:00,B82026,Other,180,0,3
01/04/2013 00:00,B82026,Other,190,0,2
01/04/2013 00:00,B82026,Other,300,0,1
01/04/2013 00:00,B82026,Other,301,1,4
01/04/2013 00:00,B82026,Other,302,0,2
01/04/2013 00:00,B82026,Other,303,1,0
01/04/2013 00:00,B82026,Other,307,1,0
01/04/2013 00:00,B82026,Other,320,13,48
01/04/2013 00:00,B82026,Other,329,2,0
01/04/2013 00:00,B82026,Other,330,0,1
01/04/2013 00:00,B82026,Other,340,1,2
01/04/2013 00:00,B82026,Other,361,0,1
01/04/2013 00:00,B82026,Other,370,0,5
01/04/2013 00:00,B82026,Other,401,0,1
01/04/2013 00:00,B82026,Other,410,0,4
01/04/2013 00:00,B82026,Other,420,0,5
01/04/2013 00:00,B82026,Other,430,4,12
01/04/2013 00:00,B82026,Other,501,0,13
01/04/2013 00:00,B82026,Other,502,2,2
01/04/2013 00:00,B82031,C2C,100,0,2
01/04/2013 00:00,B82031,C2C,101,1,1
01/04/2013 00:00,B82031,C2C,110,4,0
01/04/2013 00:00,B82031,C2C,120,1,2
01/04/2013 00:00,B82031,C2C,130,2,3
01/04/2013 00:00,B82031,C2C,190,1,1
01/04/2013 00:00,B82031,C2C,191,1,0
01/04/2013 00:00,B82031,C2C,301,4,1
01/04/2013 00:00,B82031,C2C,320,15,1
01/04/2013 00:00,B82031,C2C,330,1,0
01/04/2013 00:00,B82031,C2C,340,1,1
01/04/2013 00:00,B82031,C2C,341,1,0
01/04/2013 00:00,B82031,C2C,370,0,3
01/04/2013 00:00,B82031,C2C,400,0,1
01/04/2013 00:00,B82031,C2C,420,3,2
01/04/2013 00:00,B82031,C2C,430,1,0
01/04/2013 00:00,B82031,C2C,502,1,0
01/04/2013 00:00,B82031,GP,100,16,27
01/04/2013 00:00,B82031,GP,101,7,14
01/04/2013 00:00,B82031,GP,103,7,0
01/04/2013 00:00,B82031,GP,104,6,0
01/04/2013 00:00,B82031,GP,106,1,0
01/04/2013 00:00,B82031,GP,110,1,3
01/04/2013 00:00,B82031,GP,120,12,12
01/04/2013 00:00,B82031,GP,130,4,5
01/04/2013 00:00,B82031,GP,190,0,1
01/04/2013 00:00,B82031,GP,191,2,0
01/04/2013 00:00,B82031,GP,300,2,3
01/04/2013 00:00,B82031,GP,301,8,4
01/04/2013 00:00,B82031,GP,302,0,2
01/04/2013 00:00,B82031,GP,303,1,3
01/04/2013 00:00,B82031,GP,307,1,0
01/04/2013 00:00,B82031,GP,320,8,12
01/04/2013 00:00,B82031,GP,329,1,0
01/04/2013 00:00,B82031,GP,330,6,12
01/04/2013 00:00,B82031,GP,340,4,6
01/04/2013 00:00,B82031,GP,361,0,1
01/04/2013 00:00,B82031,GP,400,0,3
01/04/2013 00:00,B82031,GP,410,0,1
01/04/2013 00:00,B82031,GP,420,1,5
01/04/2013 00:00,B82031,GP,430,0,1
01/04/2013 00:00,B82031,GP,502,17,18
01/04/2013 00:00,B82031,Other,101,0,1
01/04/2013 00:00,B82031,Other,110,4,9
01/04/2013 00:00,B82031,Other,120,1,2
01/04/2013 00:00,B82031,Other,130,7,5
01/04/2013 00:00,B82031,Other,180,0,1
01/04/2013 00:00,B82031,Other,190,0,3
01/04/2013 00:00,B82031,Other,302,0,1
01/04/2013 00:00,B82031,Other,320,4,27
01/04/2013 00:00,B82031,Other,329,1,0
01/04/2013 00:00,B82031,Other,361,0,1
01/04/2013 00:00,B82031,Other,370,0,2
01/04/2013 00:00,B82031,Other,410,0,1
01/04/2013 00:00,B82031,Other,420,0,1
01/04/2013 00:00,B82031,Other,430,0,2
01/04/2013 00:00,B82031,Other,501,0,16
01/04/2013 00:00,B82031,Other,502,0,1
01/04/2013 00:00,B82031,Other,510,0,5
01/04/2013 00:00,B82033,C2C,100,4,4
01/04/2013 00:00,B82033,C2C,101,2,1
01/04/2013 00:00,B82033,C2C,104,1,0
01/04/2013 00:00,B82033,C2C,110,6,15
01/04/2013 00:00,B82033,C2C,120,1,2
01/04/2013 00:00,B82033,C2C,130,2,5
